class,opcode_hex,opcode_dec,direction
FL2C_ans_guild_mission_reward_list_Message,0x0d56,3414,FL2C
FL2C_ans_guild_raid_match_info_Message,0x0d6e,3438,FL2C
FL2C_ans_guild_raid_play_info_Message,0x0d6a,3434,FL2C
FL2C_ans_guild_research_Message,0x0d8d,3469,FL2C
FL2C_ans_guild_safebox_history_info_Message,0x0d9f,3487,FL2C
FL2C_ans_guild_set_distribution_amount_Message,0x0d74,3444,FL2C
FL2C_ans_guild_skill_activate_Message,0x0d66,3430,FL2C
FL2C_ans_guild_skill_levelup_Message,0x0d64,3428,FL2C
FL2C_ans_guild_skill_list_Message,0x0d68,3432,FL2C
FL2C_ans_guild_suppression_play_info_Message,0x0d70,3440,FL2C
FL2C_ans_guild_weekly_ranking_list_Message,0x0d80,3456,FL2C
FL2C_ans_guild_withdraw_tax_Message,0x0d7e,3454,FL2C
FL2C_ans_insert_matchmaking_Message,,,FL2C
FL2C_ans_invite_guild_Message,0x0d1a,3354,FL2C
FL2C_ans_invite_to_party_Message,0x111e,4382,FL2C
FL2C_ans_item_collection_bookmark_info_Message,,,FL2C
FL2C_ans_item_option_prob_Message,0x0533,1331,FL2C
FL2C_ans_join_match_Message,,,FL2C
FL2C_ans_join_party_Message,0x1117,4375,FL2C
FL2C_ans_join_unityalliance_Message,0x2a08,10760,FL2C
FL2C_ans_kickout_unityalliance_Message,0x2a0c,10764,FL2C
FL2C_ans_language_code_Message,0x0335,821,FL2C
FL2C_ans_lobbystat_Message,,,FL2C
FL2C_ans_lock_roster_unityalliance_Message,0x2a14,10772,FL2C
FL2C_ans_lock_trade_list_Message,0x2514,9492,FL2C
FL2C_ans_login_Message,,,FL2C
FL2C_ans_logout_Message,,,FL2C
FL2C_ans_management_stat_info_Message,,,FL2C
FL2C_ans_map_content_enter_cool_time_Message,,,FL2C
FL2C_ans_map_content_user_count_Message,,,FL2C
FL2C_ans_mapcontent_result_info_Message,,,FL2C
FL2C_ans_mapcontent_schedule_Message,,,FL2C
FL2C_ans_match_party_Message,0x1124,4388,FL2C
FL2C_ans_match_ping_Message,0x2d04,11524,FL2C
FL2C_ans_max_cleared_dungeon_grade_Message,,,FL2C
FL2C_ans_minewar_history_Message,0x1b0d,6925,FL2C
FL2C_ans_minewar_mercenary_accept_Message,0x1b21,6945,FL2C
FL2C_ans_minewar_mercenary_accept_cancel_Message,0x1b23,6947,FL2C
FL2C_ans_minewar_mercenary_config_bounty_Message,0x1b14,6932,FL2C
FL2C_ans_minewar_mercenary_config_level_Message,0x1b11,6929,FL2C
FL2C_ans_minewar_mercenary_info_Message,0x1b1b,6939,FL2C
FL2C_ans_minewar_mercenary_reject_Message,0x1b25,6949,FL2C
FL2C_ans_minewar_mercenary_reject_all_Message,0x1b27,6951,FL2C
FL2C_ans_minewar_mercenary_request_Message,0x1b1d,6941,FL2C
FL2C_ans_minewar_mercenary_request_cancel_Message,0x1b1f,6943,FL2C
FL2C_ans_minewar_mercenary_start_recruit_Message,0x1b18,6936,FL2C
FL2C_ans_minewar_result_Message,0x1b0b,6923,FL2C
FL2C_ans_minewar_running_info_Message,0x1b09,6921,FL2C
FL2C_ans_minewar_skirmish_join_Message,0x1b05,6917,FL2C
FL2C_ans_minewar_skirmish_lobby_Message,0x1b03,6915,FL2C
FL2C_ans_minewar_skirmish_result_Message,0x1b07,6919,FL2C
FL2C_ans_minewar_skirmish_schedule_Message,,,FL2C
FL2C_ans_minewar_special_reward_info_Message,0x1b2d,6957,FL2C
FL2C_ans_minewar_winning_guild_Message,0x1b0f,6927,FL2C
FL2C_ans_mission_accept_Message,0x0b11,2833,FL2C
FL2C_ans_mission_cancel_Message,0x0b13,2835,FL2C
FL2C_ans_mission_list_in_have_Message,0x0b0d,2829,FL2C
FL2C_ans_mission_list_in_progress_Message,0x0b0c,2828,FL2C
FL2C_ans_mission_reward_recieve_Message,0x0b15,2837,FL2C
FL2C_ans_multi_enchant_equip_result_Message,0x0544,1348,FL2C
FL2C_ans_netmarble_settings_Message,0x2d0e,11534,FL2C
FL2C_ans_npc_shop_buy_batch_item_Message,,,FL2C
FL2C_ans_npc_shop_buy_item_Message,,,FL2C
FL2C_ans_npc_shop_buy_registeration_item_Message,,,FL2C
FL2C_ans_npc_shop_info_Message,,,FL2C
FL2C_ans_npc_shop_product_user_data_list_Message,,,FL2C
FL2C_ans_npc_shop_register_items_Message,,,FL2C
FL2C_ans_npc_shop_registeration_item_list_Message,,,FL2C
FL2C_ans_option_equip_lock_Message,0x0512,1298,FL2C
FL2C_ans_other_user_info_Message,,,FL2C
FL2C_ans_other_user_rank_Message,,,FL2C
FL2C_ans_paint_costume_Message,0x2b06,11014,FL2C
FL2C_ans_paint_ug_Message,0x1511,5393,FL2C
FL2C_ans_party_chat_Message,0x0e08,3592,FL2C
FL2C_ans_party_dungeon_2_season_record_info_Message,0x035c,860,FL2C
FL2C_ans_party_dungeon_penalty_info_Message,0x0357,855,FL2C
FL2C_ans_party_info_Message,0x1127,4391,FL2C
FL2C_ans_party_member_info_Message,0x1131,4401,FL2C
FL2C_ans_party_member_map_position_Message,0x1135,4405,FL2C
FL2C_ans_paypass_levelup_Message,0x1e25,7717,FL2C
FL2C_ans_paypass_reward_Message,0x1e23,7715,FL2C
FL2C_ans_period_title_collection_info_Message,,,FL2C
FL2C_ans_ping_Message,,,FL2C
FL2C_ans_pk_chase_info_Message,,,FL2C
FL2C_ans_pk_history_Message,,,FL2C
FL2C_ans_pk_mockery_msg_Message,,,FL2C
FL2C_ans_pk_rank_info_Message,,,FL2C
FL2C_ans_pk_rank_list_Message,,,FL2C
FL2C_ans_preconfirm_list_Message,0x051c,1308,FL2C
FL2C_ans_preconfirm_update_list_Message,0x051d,1309,FL2C
FL2C_ans_probability_draw_Message,0x0527,1319,FL2C
FL2C_ans_probability_draw_prime_Message,0x054c,1356,FL2C
FL2C_ans_probability_redraw_Message,0x0525,1317,FL2C
FL2C_ans_progress_mission_info_Message,0x0b18,2840,FL2C
FL2C_ans_purchase_fortress_skill_Message,0x300f,12303,FL2C
FL2C_ans_purchased_fortress_skill_list_Message,0x300d,12301,FL2C
FL2C_ans_put_in_warehouse_Message,0x1f02,7938,FL2C
FL2C_ans_put_ultimate_gear_in_hangar_Message,0x1503,5379,FL2C
FL2C_ans_quest_action_Message,0x0a09,2569,FL2C
FL2C_ans_quest_reward_Message,0x0a05,2565,FL2C
FL2C_ans_quest_skip_Message,0x0a0f,2575,FL2C
FL2C_ans_quick_chat_list_Message,0x0e0f,3599,FL2C
FL2C_ans_read_mail_Message,0x0c1b,3099,FL2C
FL2C_ans_realm_contribution_season_reward_Message,0x2405,9221,FL2C
FL2C_ans_realm_id_card_infos_Message,0x2406,9222,FL2C
FL2C_ans_realm_id_card_kit_change_bonus_line_Message,0x241c,9244,FL2C
FL2C_ans_realm_id_card_kit_infos_Message,0x2410,9232,FL2C
FL2C_ans_realm_id_card_kit_load_Message,0x2414,9236,FL2C
FL2C_ans_realm_id_card_kit_modify_Message,0x2418,9240,FL2C
FL2C_ans_realm_id_card_kit_reset_Message,0x2416,9238,FL2C
FL2C_ans_realm_id_card_kit_save_Message,0x2412,9234,FL2C
FL2C_ans_realm_id_card_kit_view_save_data_Message,0x241a,9242,FL2C
FL2C_ans_realm_id_card_rank_list_Message,0x240b,9227,FL2C
FL2C_ans_realm_id_card_rank_schedule_Message,0x2409,9225,FL2C
FL2C_ans_realm_id_card_update_contribution_Message,0x2407,9223,FL2C
FL2C_ans_realm_id_card_user_rank_Message,0x240d,9229,FL2C
FL2C_ans_realm_idcard_change_Message,0x2402,9218,FL2C
FL2C_ans_rebuy_item_Message,,,FL2C
FL2C_ans_receive_guild_gift_Message,0x0d92,3474,FL2C
FL2C_ans_receive_guild_invitation_Message,0x0d1d,3357,FL2C
FL2C_ans_receive_mail_Message,,,FL2C
FL2C_ans_receive_personal_mail_Message,,,FL2C
FL2C_ans_receive_regist_amity_guild_list_Message,0x0d47,3399,FL2C
FL2C_ans_receive_support_guild_list_Message,0x3006,12294,FL2C
FL2C_ans_recommend_guild_list_Message,,,FL2C
FL2C_ans_recovery_exp_Message,,,FL2C
FL2C_ans_recovery_exp_add_Message,,,FL2C
FL2C_ans_recovery_exp_info_list_Message,,,FL2C
FL2C_ans_refresh_mission_list_in_have_Message,0x0b0f,2831,FL2C
FL2C_ans_regist_amity_guild_Message,0x0d41,3393,FL2C
FL2C_ans_regist_amity_guild_list_Message,0x0d45,3397,FL2C
FL2C_ans_regist_enemy_guild_Message,0x0d3b,3387,FL2C
FL2C_ans_regist_trade_currency_Message,0x250d,9485,FL2C
FL2C_ans_regist_trade_item_Message,0x250b,9483,FL2C
FL2C_ans_register_block_mail_user_Message,,,FL2C
FL2C_ans_register_item_collection_Message,,,FL2C
FL2C_ans_release_amity_guild_Message,0x0d4b,3403,FL2C
FL2C_ans_release_enemy_guild_Message,0x0d3d,3389,FL2C
FL2C_ans_remove_black_list_Message,0x1014,4116,FL2C
FL2C_ans_remove_block_mail_user_Message,0x0c17,3095,FL2C
FL2C_ans_remove_friend_Message,0x100e,4110,FL2C
FL2C_ans_remove_pending_response_Message,0x100a,4106,FL2C
FL2C_ans_remove_trade_item_Message,0x250f,9487,FL2C
FL2C_ans_repair_broken_equip_Message,0x0518,1304,FL2C
FL2C_ans_report_player_for_unjust_pk_Message,0x0354,852,FL2C
FL2C_ans_request_achievement_complete_reward_Message,,,FL2C
FL2C_ans_request_cutscene_play_Message,0x0a0d,2573,FL2C
FL2C_ans_request_data_biosuit_Message,,,FL2C
FL2C_ans_request_data_rover_Message,,,FL2C
FL2C_ans_request_guild_invitation_list_Message,0x0d1f,3359,FL2C
FL2C_ans_request_info_end_Message,0x0344,836,FL2C
FL2C_ans_request_join_guild_Message,,,FL2C
FL2C_ans_request_join_guild_list_Message,,,FL2C
FL2C_ans_request_join_users_Message,0x0d31,3377,FL2C
FL2C_ans_request_location_info_Message,,,FL2C
FL2C_ans_request_my_guild_invitation_list_Message,0x0d23,3363,FL2C
FL2C_ans_request_quest_Message,0x0a07,2567,FL2C
FL2C_ans_request_support_guild_Message,0x301b,12315,FL2C
FL2C_ans_request_support_guild_list_Message,0x3004,12292,FL2C
FL2C_ans_request_warp_Message,0x0a12,2578,FL2C
FL2C_ans_reserve_pk_chase_Message,,,FL2C
FL2C_ans_reset_biosuit_enchant_Message,0x2f06,12038,FL2C
FL2C_ans_respond_challenge_mode_squad_register_Message,0x0361,865,FL2C
FL2C_ans_respond_party_invitation_Message,0x1121,4385,FL2C
FL2C_ans_respond_to_friend_request_Message,,,FL2C
FL2C_ans_revive_info_Message,,,FL2C
FL2C_ans_revive_player_Message,,,FL2C
FL2C_ans_reward_fake_mail_event_Message,0x1e59,7769,FL2C
FL2C_ans_reward_once_mail_event_Message,0x1e3c,7740,FL2C
FL2C_ans_reward_time_mail_event_Message,0x1e38,7736,FL2C
FL2C_ans_rover_costume_equip_info_Message,0x3102,12546,FL2C
FL2C_ans_rover_costume_info_Message,0x3101,12545,FL2C
FL2C_ans_rover_costume_parts_item_lock_list_info_Message,0x3108,12552,FL2C
FL2C_ans_rover_costume_parts_item_set_lock_Message,0x310a,12554,FL2C
FL2C_ans_runtime_change_item_craft_table_info_Message,0x055e,1374,FL2C
FL2C_ans_runtime_change_reward_table_info_Message,,,FL2C
FL2C_ans_save_position_data_Message,0x034e,846,FL2C
FL2C_ans_save_ug_skill_auto_bit_flag_Message,0x150f,5391,FL2C
FL2C_ans_search_friend_Message,0x100c,4108,FL2C
FL2C_ans_search_guild_name_Message,,,FL2C
FL2C_ans_search_party_Message,0x1111,4369,FL2C
FL2C_ans_search_recommendation_user_Message,0x111c,4380,FL2C
FL2C_ans_search_user_Message,0x112f,4399,FL2C
FL2C_ans_search_user_by_name_Message,0x0d37,3383,FL2C
FL2C_ans_select_defence_support_guild_Message,0x3002,12290,FL2C
FL2C_ans_sell_item_batch_Message,,,FL2C
FL2C_ans_send_friend_request_Message,,,FL2C
FL2C_ans_send_guild_member_mail_Message,0x0c0d,3085,FL2C
FL2C_ans_send_personal_mail_Message,,,FL2C
FL2C_ans_server_notice_Message,0x1c02,7170,FL2C
FL2C_ans_server_notice_msg_Message,0x1c03,7171,FL2C
FL2C_ans_server_status_Message,0x2d10,11536,FL2C
FL2C_ans_set_channel_chat_representative_room_id_Message,0x0f1e,3870,FL2C
FL2C_ans_set_distribute_type_unityalliance_Message,0x2a18,10776,FL2C
FL2C_ans_set_exploration_schedule_info_Message,,,FL2C
FL2C_ans_set_fortress_bounty_value_Message,0x3008,12296,FL2C
FL2C_ans_set_game_option_info_Message,0x033e,830,FL2C
FL2C_ans_set_lock_Message,0x0504,1284,FL2C
FL2C_ans_set_macro_score_Message,0x0370,880,FL2C
FL2C_ans_set_menu_bookmark_info_Message,0x0341,833,FL2C
FL2C_ans_set_ping_mode_Message,,,FL2C
FL2C_ans_set_preset_data_Message,,,FL2C
FL2C_ans_set_quickslot_data_Message,,,FL2C
FL2C_ans_set_red_notify_Message,,,FL2C
FL2C_ans_set_warehouse_batch_option_Message,0x1f0d,7949,FL2C
FL2C_ans_shop_product_summary_Message,0x201a,8218,FL2C
FL2C_ans_single_enchant_equip_result_Message,0x0542,1346,FL2C
FL2C_ans_stackable_item_inventory_info_Message,,,FL2C
FL2C_ans_stackable_item_warehouse_info_Message,0x1f06,7942,FL2C
FL2C_ans_start_exploration_schedule_Message,0x2702,9986,FL2C
FL2C_ans_start_offline_Message,0x2706,9990,FL2C
FL2C_ans_stop_exploration_schedule_Message,0x2704,9988,FL2C
FL2C_ans_subscription_info_Message,0x2026,8230,FL2C
FL2C_ans_summon_ultimate_gear_Message,0x1505,5381,FL2C
FL2C_ans_sweep_daily_mission_Message,0x0b1a,2842,FL2C
FL2C_ans_sweep_scion_training_Message,0x2802,10242,FL2C
FL2C_ans_tactical_lab_battle_core_craft_Message,0x220e,8718,FL2C
FL2C_ans_tactical_lab_battle_module_change_option_Message,0x2214,8724,FL2C
FL2C_ans_tactical_lab_battle_module_enchant_Message,0x2212,8722,FL2C
FL2C_ans_tactical_lab_battle_module_enchant_prob_Message,0x221a,8730,FL2C
FL2C_ans_tactical_lab_battle_module_info_Message,0x2210,8720,FL2C
FL2C_ans_tactical_lab_battle_module_preset_change_Message,0x221d,8733,FL2C
FL2C_ans_tactical_lab_battle_module_preset_import_Message,0x2221,8737,FL2C
FL2C_ans_tactical_lab_battle_module_preset_info_Message,0x221b,8731,FL2C
FL2C_ans_tactical_lab_battle_module_preset_name_Message,0x221f,8735,FL2C
FL2C_ans_tactical_lab_battle_module_reset_Message,0x2216,8726,FL2C
FL2C_ans_tactical_lab_battle_module_reset_all_Message,0x2218,8728,FL2C
FL2C_ans_tactical_lab_battle_record_gain_reward_Message,0x2204,8708,FL2C
FL2C_ans_tactical_lab_battle_record_info_Message,0x2202,8706,FL2C
FL2C_ans_tactical_lab_battle_record_levelup_Message,0x2206,8710,FL2C
FL2C_ans_tactical_lab_battle_simulation_activate_complete_Message,0x2209,8713,FL2C
FL2C_ans_tactical_lab_battle_simulation_info_Message,0x2207,8711,FL2C
FL2C_ans_tactical_lab_battle_simulation_map_content_request_Message,0x220b,8715,FL2C
FL2C_ans_take_out_warehouse_Message,0x1f04,7940,FL2C
FL2C_ans_talic_item_lock_list_info_Message,,,FL2C
FL2C_ans_talic_item_set_lock_Message,0x0424,1060,FL2C
FL2C_ans_tax_bank_info_Message,0x1d1d,7453,FL2C
FL2C_ans_tax_rate_info_Message,0x1d1f,7455,FL2C
FL2C_ans_tech_link_info_Message,0x1516,5398,FL2C
FL2C_ans_teleport_Message,,,FL2C
FL2C_ans_timedungeon_match_info_Message,0x035a,858,FL2C
FL2C_ans_title_info_Message,,,FL2C
FL2C_ans_trade_request_Message,0x2502,9474,FL2C
FL2C_ans_trade_request_cancel_Message,0x2506,9478,FL2C
FL2C_ans_transfer_check_Message,,,FL2C
FL2C_ans_transferitem_check_Message,,,FL2C
FL2C_ans_transform_weapon_Message,0x0531,1329,FL2C
FL2C_ans_transform_weapon_costume_Message,0x3208,12808,FL2C
FL2C_ans_tutorial_complete_Message,0x033a,826,FL2C
FL2C_ans_tutorial_info_Message,0x0338,824,FL2C
FL2C_ans_ua_applicant_list_Message,0x2a1d,10781,FL2C
FL2C_ans_ua_applicant_response_Message,0x2a1f,10783,FL2C
FL2C_ans_ua_invitation_list_Message,0x2a1b,10779,FL2C
FL2C_ans_ua_member_map_position_Message,0x2a21,10785,FL2C
FL2C_ans_ua_member_set_ready_Message,0x2a23,10787,FL2C
FL2C_ans_ug_stat_Message,0x150a,5386,FL2C
FL2C_ans_ug_summon_cool_Message,0x150d,5389,FL2C
FL2C_ans_ultimate_gear_hangar_info_Message,0x1507,5383,FL2C
FL2C_ans_ultimate_gear_inventory_info_Message,0x1506,5382,FL2C
FL2C_ans_unityalliance_list_Message,0x2a12,10770,FL2C
FL2C_ans_unlock_guild_emblem_Message,0x0d60,3424,FL2C
FL2C_ans_unlock_guild_emblem_list_Message,0x0d5e,3422,FL2C
FL2C_ans_unlock_trade_list_Message,0x2517,9495,FL2C
FL2C_ans_update_costume_info_Message,0x2b02,11010,FL2C
FL2C_ans_update_craft_item_bookmark_Message,0x052b,1323,FL2C
FL2C_ans_update_fraud_Message,0x0212,530,FL2C
FL2C_ans_update_guild_emblem_Message,0x0d25,3365,FL2C
FL2C_ans_update_guild_fortress_occupy_member_Message,0x0da9,3497,FL2C
FL2C_ans_update_guild_info_Message,0x0d29,3369,FL2C
FL2C_ans_update_guild_minewar_occupy_member_Message,0x0d97,3479,FL2C
FL2C_ans_update_guild_notice_or_pr_Message,0x0d27,3367,FL2C
FL2C_ans_update_guild_open_chat_info_Message,0x0d95,3477,FL2C
FL2C_ans_update_item_collection_bookmark_Message,,,FL2C
FL2C_ans_update_member_open_combat_power_Message,0x0d9d,3485,FL2C
FL2C_ans_update_member_profile_msg_Message,0x0d39,3385,FL2C
FL2C_ans_update_party_filter_Message,,,FL2C
FL2C_ans_update_party_option_Message,0x112a,4394,FL2C
FL2C_ans_update_personal_mail_Message,,,FL2C
FL2C_ans_update_quick_chat_Message,0x0e11,3601,FL2C
FL2C_ans_update_rover_costume_info_Message,0x3103,12547,FL2C
FL2C_ans_update_rover_costume_parts_Message,0x3107,12551,FL2C
FL2C_ans_update_skill_use_order_Message,0x070a,1802,FL2C
FL2C_ans_update_title_info_Message,,,FL2C
FL2C_ans_update_unityalliance_info_Message,0x2a04,10756,FL2C
FL2C_ans_update_watch_list_Message,,,FL2C
FL2C_ans_update_weapon_costume_info_Message,0x3202,12802,FL2C
FL2C_ans_upgrade_realm_id_card_Message,0x240f,9231,FL2C
FL2C_ans_use_boss_spawn_item_Message,,,FL2C
FL2C_ans_use_item_Message,,,FL2C
FL2C_ans_view_reward_list_Message,,,FL2C
FL2C_ans_wait_enter_map_Message,,,FL2C
FL2C_ans_wargame_base_info_Message,,,FL2C
FL2C_ans_wargame_candidate_Message,0x170e,5902,FL2C
FL2C_ans_wargame_matching_history_Message,,,FL2C
FL2C_ans_wargame_matching_info_Message,,,FL2C
FL2C_ans_wargame_season_Message,,,FL2C
FL2C_ans_wargame_season_reward_Message,,,FL2C
FL2C_ans_wargame_season_reward_info_Message,,,FL2C
FL2C_ans_watch_list_info_Message,,,FL2C
FL2C_ans_weapon_costume_info_Message,0x3201,12801,FL2C
FL2C_ans_whisper_chat_Message,0x0e0d,3597,FL2C
FL2C_ans_whisper_report_Message,0x0e15,3605,FL2C
FL2C_ans_withdraw_from_guild_Message,,,FL2C
FL2C_ans_withdraw_party_Message,,,FL2C
FL2C_ans_world_chat_Message,,,FL2C
FL2C_ans_world_group_chat_Message,0x0e19,3609,FL2C
FL2C_ans_world_group_chat_block_Message,0x0e1e,3614,FL2C
FL2C_ans_world_group_chat_report_Message,0x0e1b,3611,FL2C
FL2C_ans_world_info_transfer_Message,0x021c,540,FL2C
FL2C_ans_worldgroup_game_svr_list_Message,0x2d06,11526,FL2C
FL2C_ask_earth_check_skill_Message,0x0221,545,FL2C
FL2C_ask_earth_skill_Message,0x021f,543,FL2C
FL2C_ask_fire_check_skill_Message,0x0347,839,FL2C
FL2C_ask_fire_skill_Message,0x0345,837,FL2C
FL2C_ask_invite_member_unityalliance_Message,0x2a15,10773,FL2C
FL2C_ask_water_check_skill_Message,0x034b,843,FL2C
FL2C_ask_water_skill_Message,0x0349,841,FL2C
FL2C_ask_wind_check_skill_Message,0x0225,549,FL2C
FL2C_ask_wind_skill_Message,0x0223,547,FL2C
FL2C_ban_content_list_Message,,,FL2C
FL2C_base_stat_info_Message,,,FL2C
FL2C_biosuit_item_update_Message,0x1301,4865,FL2C
FL2C_bookmark_info_Message,0x1d1a,7450,FL2C
FL2C_cancel_challenge_mode_squad_register_Message,0x0363,867,FL2C
FL2C_cancel_join_party_info_Message,0x111a,4378,FL2C
FL2C_channel_chat_representative_room_id_Message,0x0f1c,3868,FL2C
FL2C_complete_challenge_mode_squad_register_Message,0x0364,868,FL2C
FL2C_complete_group_update_Message,0x0a10,2576,FL2C
FL2C_complete_match_Message,,,FL2C
FL2C_complete_quest_info_Message,,,FL2C
FL2C_currency_update_Message,,,FL2C
FL2C_current_quest_info_Message,,,FL2C
FL2C_drop_item_field_Message,,,FL2C
FL2C_end_user_info_Message,,,FL2C
FL2C_equip_item_update_Message,,,FL2C
FL2C_equipped_skill_list_Message,0x0703,1795,FL2C
FL2C_event_mission_daily_no_update_Message,0x1e46,7750,FL2C
FL2C_event_mission_progress_update_Message,0x1e06,7686,FL2C
FL2C_exploration_map_activate_Message,0x2302,8962,FL2C
FL2C_exploration_map_complete_info_Message,0x2301,8961,FL2C
FL2C_exploration_schedule_info_Message,,,FL2C
FL2C_finish_game_Message,,,FL2C
FL2C_gain_item_info_Message,0x2707,9991,FL2C
FL2C_game_option_info_Message,0x033c,828,FL2C
FL2C_global_matched_world_list_Message,0x0358,856,FL2C
FL2C_guild_currency_update_Message,0x0d5c,3420,FL2C
FL2C_guild_member_currency_update_Message,0x0d61,3425,FL2C
FL2C_guild_raid_finish_Message,0x0d6b,3435,FL2C
FL2C_guild_raid_play_round_reward_Message,0x0d6c,3436,FL2C
FL2C_guild_skill_info_update_Message,0x0d62,3426,FL2C
FL2C_guild_suppression_finish_Message,0x0d71,3441,FL2C
FL2C_guild_suppression_reward_Message,0x0d72,3442,FL2C
FL2C_item_collection_info_Message,,,FL2C
FL2C_item_cooltime_group_info_Message,,,FL2C
FL2C_keymapping_data_info_Message,0x0352,850,FL2C
FL2C_kick_out_Message,0x0209,521,FL2C
FL2C_macro_score_info_Message,0x036e,878,FL2C
FL2C_mapcontent_noti_Message,,,FL2C
FL2C_match_vote_info_Message,,,FL2C
FL2C_matchmaking_success_Message,,,FL2C
FL2C_menu_bookmark_info_Message,0x033f,831,FL2C
FL2C_minewar_mercenary_recruit_time_Message,,,FL2C
FL2C_mission_progress_update_Message,,,FL2C
FL2C_netmarbles_auth_token_Message,,,FL2C
FL2C_nmssw_verify_Message,0x0219,537,FL2C
FL2C_noti_challenge_mode_squad_disband_Message,0x036d,877,FL2C
FL2C_noti_challenge_mode_squad_register_Message,0x035f,863,FL2C
FL2C_noti_change_tax_rate_Message,0x1d20,7456,FL2C
FL2C_noti_cheat_result_Message,,,FL2C
FL2C_noti_cheat_ret_Message,,,FL2C
FL2C_noti_coreworld2_my_reward_info_Message,0x2c12,11282,FL2C
FL2C_noti_coreworld_my_reward_info_Message,0x2c09,11273,FL2C
FL2C_noti_event_mother_ship_schedule_Message,0x1814,6164,FL2C
FL2C_noti_fortress_bounty_info_Message,0x300b,12299,FL2C
FL2C_noti_fortress_destroyed_npc_result_info_Message,0x301f,12319,FL2C
FL2C_noti_fortress_my_reward_info_Message,0x301c,12316,FL2C
FL2C_noti_guild_hangar_changed_member_ug_Message,0x0d87,3463,FL2C
FL2C_noti_mapcontent_guild_auction_reward_list_Message,0x1813,6163,FL2C
FL2C_noti_mapcontent_minewar_result_Message,0x1810,6160,FL2C
FL2C_noti_party_info_Message,0x1132,4402,FL2C
FL2C_noti_reg_new_attendance_Message,0x1e05,7685,FL2C
FL2C_noti_register_request_mission_Message,0x0b1f,2847,FL2C
FL2C_noti_respond_to_friend_request_Message,0x1008,4104,FL2C
FL2C_noti_send_friend_request_Message,,,FL2C
FL2C_noti_update_guild_research_info_Message,0x0d8e,3470,FL2C
FL2C_notify_achievement_complete_Message,,,FL2C
FL2C_notify_achievement_update_Message,,,FL2C
FL2C_notify_activate_transaction_Message,0x2519,9497,FL2C
FL2C_notify_add_or_release_amity_guild_Message,0x0d4f,3407,FL2C
FL2C_notify_add_or_release_enemy_guild_Message,0x0d4e,3406,FL2C
FL2C_notify_babylon_occupation_match_end_Message,0x3304,13060,FL2C
FL2C_notify_babylon_occupation_match_start_Message,0x3303,13059,FL2C
FL2C_notify_cancel_regist_amity_guild_Message,0x0d52,3410,FL2C
FL2C_notify_cashshop_mode_Message,0x2027,8231,FL2C
FL2C_notify_change_request_data_Message,0x033b,827,FL2C
FL2C_notify_disable_transaction_Message,0x251a,9498,FL2C
FL2C_notify_equipped_set_items_info_Message,,,FL2C
FL2C_notify_error_Message,0x020a,522,FL2C
FL2C_notify_exchange_item_sell_Message,0x1d1b,7451,FL2C
FL2C_notify_expired_items_Message,,,FL2C
FL2C_notify_guild_gift_Message,0x0d93,3475,FL2C
FL2C_notify_guild_mission_reward_Message,0x0d59,3417,FL2C
FL2C_notify_inapp_review_Message,0x0333,819,FL2C
FL2C_notify_lock_trade_list_Message,0x2515,9493,FL2C
FL2C_notify_minewar_mercenary_config_bounty_Message,0x1b15,6933,FL2C
FL2C_notify_minewar_mercenary_config_bounty_to_alluser_Message,0x1b16,6934,FL2C
FL2C_notify_minewar_mercenary_config_level_to_alluser_Message,0x1b12,6930,FL2C
FL2C_notify_minewar_mercenary_entry_all_Message,0x1b2b,6955,FL2C
FL2C_notify_minewar_mercenary_recruit_to_guild_Message,0x1b29,6953,FL2C
FL2C_notify_minewar_mercenary_recruit_to_requester_Message,0x1b2a,6954,FL2C
FL2C_notify_minewar_mercenary_start_recruit_Message,0x1b19,6937,FL2C
FL2C_notify_new_mail_Message,,,FL2C
FL2C_notify_new_skillbook_info_Message,0x0708,1800,FL2C
FL2C_notify_pvp_kill_assist_info_Message,,,FL2C
FL2C_notify_quest_questzone_fail_Message,0x0a14,2580,FL2C
FL2C_notify_realm_contribution_levelup_reward_Message,0x2403,9219,FL2C
FL2C_notify_receive_regist_amity_guild_Message,0x0d51,3409,FL2C
FL2C_notify_reject_regist_amity_guild_Message,0x0d50,3408,FL2C
FL2C_notify_string_table_version_Message,0x2e01,11777,FL2C
FL2C_notify_trade_request_Message,0x2503,9475,FL2C
FL2C_notify_trade_request_cancel_Message,0x2507,9479,FL2C
FL2C_notify_trade_request_result_Message,0x2508,9480,FL2C
FL2C_notify_unlock_trade_list_Message,0x2518,9496,FL2C
FL2C_party_member_info_Message,0x112b,4395,FL2C
FL2C_period_content_info_Message,0x0342,834,FL2C
FL2C_preset_data_info_Message,,,FL2C
FL2C_quest_update_Message,,,FL2C
FL2C_quickslot_data_info_Message,,,FL2C
FL2C_receive_party_invitation_Message,0x111f,4383,FL2C
FL2C_receive_pk_mockery_msg_Message,,,FL2C
FL2C_recommended_item_on_exchange_Message,0x1d18,7448,FL2C
FL2C_red_notify_info_Message,0x0315,789,FL2C
FL2C_refused_invite_party_Message,0x1122,4386,FL2C
FL2C_refused_join_party_Message,0x1116,4374,FL2C
FL2C_rejoin_party_info_Message,0x1128,4392,FL2C
FL2C_request_to_join_party_Message,0x1113,4371,FL2C
FL2C_respond_detailed_list_of_purchase_on_exchange_Message,0x1d04,7428,FL2C
