CollectionIndex,Number,StatType,StatValue,StatEnum,StatNamePTBR
9667,0,0,0,,
9668,0,0,0,,
9669,0,0,0,,
9670,0,0,0,,
9671,0,0,0,,
9672,0,0,0,,
9673,0,0,0,,
9674,0,0,0,,
9675,0,0,0,,
9676,0,0,0,,
9677,0,0,0,,
9678,0,0,0,,
9679,0,0,0,,
9680,0,0,0,,
9681,0,0,0,,
9682,0,0,0,,
9683,0,0,0,,
9684,0,0,0,,
9685,0,0,0,,
9686,0,0,0,,
9687,0,0,0,,
9688,0,0,0,,
9689,0,0,0,,
9690,0,0,0,,
9691,0,0,0,,
9692,0,0,0,,
9693,0,0,0,,
9694,0,0,0,,
9695,0,0,0,,
9696,0,0,0,,
9697,0,0,0,,
9698,0,0,0,,
9699,0,0,0,,
9700,0,0,0,,
9901,0,0,0,,
9902,0,0,0,,
9903,1,36,2,STAT_DEFPOW,DEF
9904,0,0,0,,
9905,0,0,0,,
9906,0,0,0,,
9907,0,0,0,,
9908,2,11,2,STAT_P_CRIDMG,Dano Crít. FÍS
9909,2,15,50,STAT_P_ACCEPTCRIDMGDECRATE,Red. de Dano Crít. FÍS
9910,2,28,50,STAT_F_ACCEPTCRIDMGDECRATE,Red. de Dano Crít. FOR
9911,0,0,0,,
9912,0,0,0,,
9913,0,0,0,,
9914,2,105,3,STAT_F_ADDDMG,Dano Fixo de Força
9915,2,20,1,STAT_F_ATKPOW,ATQ de Força
9916,2,11,2,STAT_P_CRIDMG,Dano Crít. FÍS
9917,0,0,0,,
9918,0,0,0,,
9919,0,0,0,,
9920,2,24,2,STAT_F_CRIDMG,Dano Crít. FOR
9921,2,7,1,STAT_P_ATKPOW,ATQ Físico
9922,2,24,2,STAT_F_CRIDMG,Dano Crít. FOR
9923,0,0,0,,
9924,0,0,0,,
9925,0,0,0,,
9926,2,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
9927,2,25,50,STAT_F_GIVECRIDMGINCRATE,Aum. de Dano Crít. FOR
9928,2,12,50,STAT_P_GIVECRIDMGINCRATE,Aum. de Dano Crít. FÍS
9929,0,0,0,,
9930,0,0,0,,
9931,0,0,0,,
9932,0,0,0,,
9933,2,107,1,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
9934,2,74,1,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
9935,0,0,0,,
9936,0,0,0,,
9937,0,0,0,,
9938,0,0,0,,
9939,2,108,1,STAT_F_SUBDMG,Res. Dano Força Fixo
9940,2,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
9941,0,0,0,,
9942,0,0,0,,
9943,0,0,0,,
9944,0,0,0,,
9945,2,100,4,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
9946,2,78,1,STAT_CUTTINGPOW,ATQ de Corte
9947,0,0,0,,
9948,0,0,0,,
9949,0,0,0,,
9950,0,0,0,,
9951,2,101,4,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
9952,2,83,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
9953,0,0,0,,
9954,0,0,0,,
9955,0,0,0,,
9956,0,0,0,,
9957,2,178,2,STAT_UG_RESTRICTIONHITRATE,Taxa de Acerto de Restrição
9958,2,177,2,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento
9959,0,0,0,,
9960,0,0,0,,
9961,0,0,0,,
9962,0,0,0,,
9963,2,74,3,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
9964,2,75,3,STAT_IMPULSIVERES,DEF de Impacto
9965,0,0,0,,
9966,0,0,0,,
9967,0,0,0,,
9968,0,0,0,,
9969,2,78,3,STAT_CUTTINGPOW,ATQ de Corte
9970,2,79,3,STAT_PIERCINGRES,DEF Penetr.
9971,0,0,0,,
9972,0,0,0,,
9973,0,0,0,,
9974,0,0,0,,
9975,2,76,3,STAT_IMPULSIVEPOW,ATQ de Impacto
9976,2,77,3,STAT_CUTTINGRES,DEF de Corte
10000,0,0,0,,
10001,0,0,0,,
10002,0,0,0,,
10003,0,0,0,,
10004,0,0,0,,
10005,0,0,0,,
10006,0,0,0,,
10007,0,0,0,,
10008,0,0,0,,
10009,0,0,0,,
10010,0,0,0,,
10011,0,0,0,,
10012,0,0,0,,
10013,0,0,0,,
10014,0,0,0,,
10015,0,0,0,,
10100,0,0,0,,
10101,0,0,0,,
10102,0,0,0,,
10103,0,0,0,,
10104,0,0,0,,
10105,0,0,0,,
10106,0,0,0,,
10107,0,0,0,,
10108,0,0,0,,
10109,0,0,0,,
10110,0,0,0,,
10111,0,0,0,,
10112,0,0,0,,
10113,0,0,0,,
10114,0,0,0,,
10115,0,0,0,,
11500,0,0,0,,
11501,0,0,0,,
11502,0,0,0,,
11503,0,0,0,,
11504,0,0,0,,
11505,0,0,0,,
11506,0,0,0,,
11507,0,0,0,,
11508,0,0,0,,
11509,0,0,0,,
11510,0,0,0,,
11511,0,0,0,,
11512,0,0,0,,
11513,0,0,0,,
11514,0,0,0,,
11515,0,0,0,,
11600,0,0,0,,
11601,0,0,0,,
11602,0,0,0,,
11603,0,0,0,,
11604,0,0,0,,
11605,0,0,0,,
11606,0,0,0,,
11607,0,0,0,,
11608,0,0,0,,
11609,0,0,0,,
11610,0,0,0,,
11611,0,0,0,,
11612,0,0,0,,
11613,0,0,0,,
11614,0,0,0,,
11615,0,0,0,,
11700,0,0,0,,
11701,0,0,0,,
11702,0,0,0,,
11703,0,0,0,,
11704,0,0,0,,
11705,0,0,0,,
11706,0,0,0,,
11707,0,0,0,,
11708,0,0,0,,
11709,0,0,0,,
11710,0,0,0,,
11711,0,0,0,,
11712,0,0,0,,
11713,0,0,0,,
11714,0,0,0,,
11715,0,0,0,,
11716,0,0,0,,
11717,0,0,0,,
11718,0,0,0,,
11719,0,0,0,,
11720,0,0,0,,
11721,0,0,0,,
11722,0,0,0,,
11723,0,0,0,,
11724,0,0,0,,
11725,0,0,0,,
11726,0,0,0,,
11727,0,0,0,,
11728,0,0,0,,
11729,0,0,0,,
11730,0,0,0,,
11731,0,0,0,,
11732,0,0,0,,
11733,0,0,0,,
11734,0,0,0,,
11735,0,0,0,,
11736,0,0,0,,
11737,0,0,0,,
11738,0,0,0,,
11739,0,0,0,,
11740,0,0,0,,
11741,0,0,0,,
11750,0,0,0,,
11751,0,0,0,,
11752,0,0,0,,
11753,0,0,0,,
11754,0,0,0,,
11755,0,0,0,,
11756,0,0,0,,
11757,0,0,0,,
11758,0,0,0,,
11759,0,0,0,,
11760,0,0,0,,
11761,0,0,0,,
11762,0,0,0,,
11763,0,0,0,,
11764,0,0,0,,
11765,0,0,0,,
11766,0,0,0,,
11767,0,0,0,,
11768,0,0,0,,
11769,0,0,0,,
11770,0,0,0,,
11771,0,0,0,,
11772,0,0,0,,
11773,0,0,0,,
11774,0,0,0,,
11775,0,0,0,,
11776,0,0,0,,
11777,0,0,0,,
11778,0,0,0,,
11779,0,0,0,,
11780,0,0,0,,
11781,0,0,0,,
11782,0,0,0,,
11783,0,0,0,,
11784,0,0,0,,
11785,0,0,0,,
11786,0,0,0,,
11787,0,0,0,,
11788,0,0,0,,
11789,0,0,0,,
11790,0,0,0,,
11791,0,0,0,,
11792,0,0,0,,
11793,0,0,0,,
11794,0,0,0,,
11795,0,0,0,,
11796,0,0,0,,
11797,0,0,0,,
11798,0,0,0,,
11799,0,0,0,,
11800,0,0,0,,
11801,0,0,0,,
11802,0,0,0,,
11803,0,0,0,,
11804,0,0,0,,
11805,0,0,0,,
12000,1,93,2,STAT_GIVECRIDMGINCRATE,Dano Crít.
12001,1,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
12002,1,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
12003,1,93,2,STAT_GIVECRIDMGINCRATE,Dano Crít.
12004,1,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
12005,1,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
12006,1,111,100,STAT_P_DODGEPOW,Evasão Física
12007,1,144,40,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
12008,1,112,200,STAT_F_DODGEPOW,Evasão de Força
12009,1,42,4,STAT_CRIRESPOW,Res. a Crítico
12010,1,39,4,STAT_CRIDMG,Dano Crítico
12011,1,40,4,STAT_DODGEPOW,Evasão
12012,1,41,4,STAT_CRIHITPOW,Chance de Crítico
12013,1,90,200,STAT_EXPDROPINCRATE,Ganho de EXP
12014,1,95,4,STAT_MAXFP,FP Máx.
12015,1,111,200,STAT_P_DODGEPOW,Evasão Física
12016,1,66,200,STAT_CONHITRATE,Taxa de Acerto de Debuff
12017,1,67,200,STAT_CONRESRATE,Resistência a Debuff
12018,1,38,2,STAT_HITPOW,Precisão
12019,1,36,2,STAT_DEFPOW,DEF
12020,0,0,0,,
12021,0,0,0,,
12100,0,0,0,,
12101,0,0,0,,
12102,0,0,0,,
12103,0,0,0,,
12104,0,0,0,,
12105,0,0,0,,
12106,0,0,0,,
12107,0,0,0,,
12108,0,0,0,,
12109,0,0,0,,
12110,0,0,0,,
12111,0,0,0,,
12112,0,0,0,,
12113,0,0,0,,
12114,0,0,0,,
12115,0,0,0,,
12116,0,0,0,,
12117,0,0,0,,
12118,0,0,0,,
12119,0,0,0,,
13000,0,0,0,,
13001,0,0,0,,
13002,0,0,0,,
13003,0,0,0,,
13004,0,0,0,,
13005,2,37,150,STAT_MAXHP,HP Máx.
13006,2,40,1,STAT_DODGEPOW,Evasão
13100,0,0,0,,
13101,0,0,0,,
13102,1,99,3,STAT_WEAPONATKRES,Res ATQ de Arma
13103,1,98,5,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
13104,1,42,2,STAT_CRIRESPOW,Res. a Crítico
13105,1,41,2,STAT_CRIHITPOW,Chance de Crítico
13106,1,102,5,STAT_DOUBLE,Taxa Acer. ATQ Máx.
13107,2,83,3,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
13200,0,0,0,,
13201,0,0,0,,
13202,0,0,0,,
13203,0,0,0,,
100001,0,0,0,,
100002,0,0,0,,
100003,0,0,0,,
100004,0,0,0,,
100005,0,0,0,,
100006,0,0,0,,
100007,0,0,0,,
100008,0,0,0,,
100009,0,0,0,,
100010,0,0,0,,
100011,0,0,0,,
100012,0,0,0,,
100013,0,0,0,,
100014,0,0,0,,
100015,0,0,0,,
100016,0,0,0,,
100017,0,0,0,,
100018,1,164,50,STAT_SKILLDMGDEC_SINGLE,Resistência a Dano Fixo de Hab. de Alvo Único
100019,1,37,120,STAT_MAXHP,HP Máx.
100020,1,36,1,STAT_DEFPOW,DEF
100021,1,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
100022,0,0,0,,
100023,1,95,1,STAT_MAXFP,FP Máx.
100024,0,0,0,,
100025,0,0,0,,
100026,0,0,0,,
100027,0,0,0,,
100028,0,0,0,,
100029,0,0,0,,
100030,0,0,0,,
100031,0,0,0,,
100032,0,0,0,,
100033,0,0,0,,
100034,0,0,0,,
100035,1,36,1,STAT_DEFPOW,DEF
100036,0,0,0,,
100037,0,0,0,,
100038,0,0,0,,
100039,0,0,0,,
100040,0,0,0,,
100041,0,0,0,,
100042,0,0,0,,
100043,1,37,30,STAT_MAXHP,HP Máx.
100044,1,113,50,STAT_P_DODGEPOWRATE,Aumento de Evasão Física
100045,1,115,50,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
100046,0,0,0,,
100047,0,0,0,,
100048,0,0,0,,
100049,1,91,5,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
100050,0,0,0,,
100051,0,0,0,,
100052,0,0,0,,
100053,0,0,0,,
100054,1,156,1,STAT_F_CRIRESPOW,Res. Crít. FOR
100055,1,155,1,STAT_P_CRIRESPOW,Res. Crít. FÍS
100056,0,0,0,,
100057,0,0,0,,
100058,1,20,1,STAT_F_ATKPOW,ATQ de Força
100059,0,0,0,,
100060,1,7,1,STAT_P_ATKPOW,ATQ Físico
100061,0,0,0,,
100062,0,0,0,,
100063,1,77,1,STAT_CUTTINGRES,DEF de Corte
100064,1,90,50,STAT_EXPDROPINCRATE,Ganho de EXP
100065,1,41,1,STAT_CRIHITPOW,Chance de Crítico
100066,1,40,1,STAT_DODGEPOW,Evasão
100067,1,21,1,STAT_F_DEFPOW,DEF de Força
100068,1,22,1,STAT_F_HITPOW,Precisão de Força
100069,1,35,1,STAT_ATKPOW,ATQ
100070,1,91,5,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
100071,2,9,1,STAT_P_HITPOW,Precisão Física
100072,2,22,1,STAT_F_HITPOW,Precisão de Força
100073,2,99,1,STAT_WEAPONATKRES,Res ATQ de Arma
100074,2,147,1,STAT_FPUSEDEC,Redução de Consumo de FP
100075,2,126,50,STAT_PULLHITRATE,Taxa de Acerto de Puxão
100076,2,74,1,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
100077,2,50,50,STAT_SKILLDMGINCRATE_SINGLE,Aum. de Dano Alvo Úni.
100078,2,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
100079,2,91,5,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
100080,2,105,1,STAT_F_ADDDMG,Dano Fixo de Força
100081,2,144,10,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
100082,2,150,1,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
100083,2,37,30,STAT_MAXHP,HP Máx.
100084,2,112,50,STAT_F_DODGEPOW,Evasão de Força
100085,2,147,1,STAT_FPUSEDEC,Redução de Consumo de FP
100086,2,152,1,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
100087,2,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
100088,2,112,50,STAT_F_DODGEPOW,Evasão de Força
100089,2,37,30,STAT_MAXHP,HP Máx.
100090,2,148,1,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
100091,2,144,5,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
100092,2,24,1,STAT_F_CRIDMG,Dano Crít. FOR
100093,2,164,50,STAT_SKILLDMGDEC_SINGLE,Resistência a Dano Fixo de Hab. de Alvo Único
100094,2,152,1,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
100095,2,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
100096,2,36,1,STAT_DEFPOW,DEF
100097,2,101,1,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
100098,2,147,1,STAT_FPUSEDEC,Redução de Consumo de FP
100099,2,169,50,STAT_HEALDEC,Diminuição da Rec. de Hab. de Cura
100100,2,91,5,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
100101,2,67,50,STAT_CONRESRATE,Resistência a Debuff
100102,2,85,2,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
100103,2,53,50,STAT_SKILLDMGDECRATE_MULTI,Red. de Dano Alvo em Área
100104,2,131,50,STAT_PROVOCATIONRESRATE,Resistência a Provocação
100105,2,127,50,STAT_AIRBORNEHITRATE,Taxa de Acerto de Arremesso Aéreo
100106,2,51,50,STAT_SKILLDMGDECRATE_SINGLE,Red. de Dano Alvo Úni.
100107,2,37,30,STAT_MAXHP,HP Máx.
100108,2,11,1,STAT_P_CRIDMG,Dano Crít. FÍS
100109,2,24,1,STAT_F_CRIDMG,Dano Crít. FOR
100110,2,37,30,STAT_MAXHP,HP Máx.
100111,2,97,1,STAT_FPRECOVERY,Regen. de FP
100112,2,121,50,STAT_SLEEPHITRATE,Taxa de Acerto de Sono
100113,2,123,50,STAT_SILENCEHITRATE,Taxa de Acerto de Silêncio
100114,2,37,30,STAT_MAXHP,HP Máx.
100115,2,150,1,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
100116,2,150,1,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
100117,2,148,1,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
100118,2,28,50,STAT_F_ACCEPTCRIDMGDECRATE,Red. de Dano Crít. FOR
100119,2,15,50,STAT_P_ACCEPTCRIDMGDECRATE,Red. de Dano Crít. FÍS
100120,2,159,1,STAT_P_DEFPIERCE,Penetração de DEF Física
100121,2,164,50,STAT_SKILLDMGDEC_SINGLE,Resistência a Dano Fixo de Hab. de Alvo Único
100122,2,104,1,STAT_P_ADDDMG,Dano Físico Fixo
100123,2,89,50,STAT_CREDITDROPINCRATE,Ganho Créditos
100124,2,112,50,STAT_F_DODGEPOW,Evasão de Força
100125,2,148,1,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
100126,2,147,1,STAT_FPUSEDEC,Redução de Consumo de FP
100127,2,107,1,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
100128,2,151,1,STAT_PVE_ADDDMG,Dano Fixo PvE
100129,2,100,1,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
100130,2,156,1,STAT_F_CRIRESPOW,Res. Crít. FOR
100131,2,104,1,STAT_P_ADDDMG,Dano Físico Fixo
100132,2,11,1,STAT_P_CRIDMG,Dano Crít. FÍS
100133,2,24,1,STAT_F_CRIDMG,Dano Crít. FOR
100134,2,150,1,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
100135,2,149,1,STAT_STIFFRESRATE,Resistência a Cambaleio
100136,2,147,1,STAT_FPUSEDEC,Redução de Consumo de FP
100137,2,103,1,STAT_DOUBLERES,Res ATQ Máx.
100138,2,89,50,STAT_CREDITDROPINCRATE,Ganho Créditos
100139,2,108,1,STAT_F_SUBDMG,Res. Dano Força Fixo
100140,2,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
100141,0,0,0,,
100142,0,0,0,,
100143,0,0,0,,
100144,0,0,0,,
100145,0,0,0,,
100146,3,39,1,STAT_CRIDMG,Dano Crítico
100147,3,20,2,STAT_F_ATKPOW,ATQ de Força
100148,3,24,2,STAT_F_CRIDMG,Dano Crít. FOR
100149,3,7,2,STAT_P_ATKPOW,ATQ Físico
100150,3,147,2,STAT_FPUSEDEC,Redução de Consumo de FP
100151,3,40,1,STAT_DODGEPOW,Evasão
100152,3,9,2,STAT_P_HITPOW,Precisão Física
100153,3,22,2,STAT_F_HITPOW,Precisão de Força
100154,3,102,2,STAT_DOUBLE,Taxa Acer. ATQ Máx.
100155,3,148,2,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
100156,2,10,2,STAT_P_CRIHITPOW,Taxa Crít. FÍS
100157,2,23,2,STAT_F_CRIHITPOW,Taxa Crít. FOR
100158,2,150,2,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
100159,2,78,1,STAT_CUTTINGPOW,ATQ de Corte
100160,2,149,2,STAT_STIFFRESRATE,Resistência a Cambaleio
100161,2,79,1,STAT_PIERCINGRES,DEF Penetr.
100162,2,74,1,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
100163,2,77,1,STAT_CUTTINGRES,DEF de Corte
100164,2,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
100165,2,75,1,STAT_IMPULSIVERES,DEF de Impacto
100166,3,131,50,STAT_PROVOCATIONRESRATE,Resistência a Provocação
100167,3,100,2,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
100168,3,101,2,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
100169,3,103,2,STAT_DOUBLERES,Res ATQ Máx.
100170,3,104,2,STAT_P_ADDDMG,Dano Físico Fixo
100171,3,148,2,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
100172,3,78,1,STAT_CUTTINGPOW,ATQ de Corte
100173,3,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
100174,3,74,1,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
100175,3,150,2,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
100176,3,107,1,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
100177,3,108,1,STAT_F_SUBDMG,Res. Dano Força Fixo
100178,3,9,1,STAT_P_HITPOW,Precisão Física
100179,3,22,1,STAT_F_HITPOW,Precisão de Força
100180,3,168,50,STAT_HEALINCRATE,Aumento de Rec. de Cura
100181,3,120,50,STAT_PROVOCATIONHITRATE,Taxa de Acerto de Provocação
100182,3,23,1,STAT_F_CRIHITPOW,Taxa Crít. FOR
100183,3,10,1,STAT_P_CRIHITPOW,Taxa Crít. FÍS
100184,3,113,50,STAT_P_DODGEPOWRATE,Aumento de Evasão Física
100185,3,115,50,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
100186,3,144,5,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
100187,3,100,1,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
100188,3,101,1,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
100189,3,40,1,STAT_DODGEPOW,Evasão
100190,3,38,1,STAT_HITPOW,Precisão
100191,3,11,2,STAT_P_CRIDMG,Dano Crít. FÍS
100192,3,151,1,STAT_PVE_ADDDMG,Dano Fixo PvE
100193,3,96,2,STAT_MAXFPRATE,Aumento de FP Máx.
100194,3,85,2,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
100195,3,24,2,STAT_F_CRIDMG,Dano Crít. FOR
100196,3,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
100197,3,162,2,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
100198,3,163,10,STAT_SKILLDMGINC_ALL,Dano de Hab. Fixa
100199,3,39,6,STAT_CRIDMG,Dano Crítico
100200,3,159,2,STAT_P_DEFPIERCE,Penetração de DEF Física
100201,3,93,1,STAT_GIVECRIDMGINCRATE,Dano Crít.
100202,3,104,4,STAT_P_ADDDMG,Dano Físico Fixo
100203,3,20,2,STAT_F_ATKPOW,ATQ de Força
100204,3,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
100205,3,103,4,STAT_DOUBLERES,Res ATQ Máx.
100206,3,7,2,STAT_P_ATKPOW,ATQ Físico
100207,3,77,2,STAT_CUTTINGRES,DEF de Corte
100208,3,169,100,STAT_HEALDEC,Diminuição da Rec. de Hab. de Cura
100209,3,75,2,STAT_IMPULSIVERES,DEF de Impacto
100210,3,79,2,STAT_PIERCINGRES,DEF Penetr.
200001,0,0,0,,
200002,0,0,0,,
200003,0,0,0,,
200004,0,0,0,,
200005,0,0,0,,
200006,0,0,0,,
200007,0,0,0,,
200008,0,0,0,,
200009,0,0,0,,
200010,0,0,0,,
200011,0,0,0,,
200012,0,0,0,,
200013,0,0,0,,
200014,0,0,0,,
200015,1,90,50,STAT_EXPDROPINCRATE,Ganho de EXP
200016,1,8,1,STAT_P_DEFPOW,DEF Física
200017,1,151,1,STAT_PVE_ADDDMG,Dano Fixo PvE
200018,1,21,1,STAT_F_DEFPOW,DEF de Força
200019,1,131,50,STAT_PROVOCATIONRESRATE,Resistência a Provocação
200020,1,78,1,STAT_CUTTINGPOW,ATQ de Corte
200021,1,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
200022,1,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
200023,1,23,2,STAT_F_CRIHITPOW,Taxa Crít. FOR
200024,1,108,1,STAT_F_SUBDMG,Res. Dano Força Fixo
200025,1,37,60,STAT_MAXHP,HP Máx.
200026,1,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
200027,1,89,50,STAT_CREDITDROPINCRATE,Ganho Créditos
200028,0,0,0,,
200029,0,0,0,,
200030,0,0,0,,
200031,0,0,0,,
200032,0,0,0,,
200033,0,0,0,,
200034,0,0,0,,
200035,0,0,0,,
200036,1,147,1,STAT_FPUSEDEC,Redução de Consumo de FP
200037,1,149,1,STAT_STIFFRESRATE,Resistência a Cambaleio
200038,1,93,1,STAT_GIVECRIDMGINCRATE,Dano Crít.
200039,1,98,1,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
200040,1,104,1,STAT_P_ADDDMG,Dano Físico Fixo
200041,1,108,1,STAT_F_SUBDMG,Res. Dano Força Fixo
200042,1,100,1,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
200043,1,107,1,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
200044,1,20,1,STAT_F_ATKPOW,ATQ de Força
200045,1,53,50,STAT_SKILLDMGDECRATE_MULTI,Red. de Dano Alvo em Área
200046,1,108,1,STAT_F_SUBDMG,Res. Dano Força Fixo
200047,1,151,1,STAT_PVE_ADDDMG,Dano Fixo PvE
200048,1,8,1,STAT_P_DEFPOW,DEF Física
200049,1,107,1,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
200050,1,24,2,STAT_F_CRIDMG,Dano Crít. FOR
200051,1,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
200052,1,100,2,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
200053,1,150,2,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
200054,1,105,2,STAT_F_ADDDMG,Dano Fixo de Força
200055,1,101,2,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
200056,1,148,2,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
200057,2,20,1,STAT_F_ATKPOW,ATQ de Força
200058,2,11,1,STAT_P_CRIDMG,Dano Crít. FÍS
200059,2,21,1,STAT_F_DEFPOW,DEF de Força
200060,2,42,1,STAT_CRIRESPOW,Res. a Crítico
200061,2,41,1,STAT_CRIHITPOW,Chance de Crítico
200062,2,20,1,STAT_F_ATKPOW,ATQ de Força
200063,2,124,50,STAT_KNOCKBACKHITRATE,Taxa de Acerto de Repulsão
200064,2,147,1,STAT_FPUSEDEC,Redução de Consumo de FP
200065,2,120,50,STAT_PROVOCATIONHITRATE,Taxa de Acerto de Provocação
200066,2,150,1,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
200067,2,115,50,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
200068,2,121,50,STAT_SLEEPHITRATE,Taxa de Acerto de Sono
200069,2,102,2,STAT_DOUBLE,Taxa Acer. ATQ Máx.
200070,2,126,50,STAT_PULLHITRATE,Taxa de Acerto de Puxão
200071,2,111,50,STAT_P_DODGEPOW,Evasão Física
200072,2,23,1,STAT_F_CRIHITPOW,Taxa Crít. FOR
200073,2,11,1,STAT_P_CRIDMG,Dano Crít. FÍS
200074,2,24,1,STAT_F_CRIDMG,Dano Crít. FOR
200075,2,37,40,STAT_MAXHP,HP Máx.
200076,2,12,50,STAT_P_GIVECRIDMGINCRATE,Aum. de Dano Crít. FÍS
200077,2,148,2,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
200078,2,148,2,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
200079,2,104,1,STAT_P_ADDDMG,Dano Físico Fixo
200080,2,100,1,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
200081,2,103,1,STAT_DOUBLERES,Res ATQ Máx.
200082,2,134,50,STAT_SILENCERESRATE,Resistência a Silêncio
200083,2,91,5,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
200084,2,103,1,STAT_DOUBLERES,Res ATQ Máx.
200085,2,105,1,STAT_F_ADDDMG,Dano Fixo de Força
