NPCIndex,NPCNamePTBR,NPCLevel,RewardIndex,SubGroupIndex,EXPBaseMin,ObservedTarget,DifferenceFromObserved
361265,Fundidor Grumble Oul,70,1201159,1000020074,9669,16303,-6634
361266,Fundidor Arghol,70,1201160,1000020074,9669,16303,-6634
361267,Smelter Clod,70,1201161,1000020074,9669,16303,-6634
361268,Fundidor Buscador da Pedra Sagrada,70,1201162,1000020074,9669,16303,-6634
361269,Fantasma do Pesadelo,70,1201163,1000020074,9669,16303,-6634
361270,Fundidor Guardião da Pedra Sagrada,70,1201164,1000020074,9669,16303,-6634
361271,Fundidor Purificador da Pedra Sagrada,70,1201165,1000020074,9669,16303,-6634
361301,Estação de Classificação Silex,74,1201166,1000020078,14769,16303,-1534
361302,Estação de Classificação Gafftail,74,1201167,1000020078,14769,16303,-1534
361303,Estação de Triagem Scud Pesado,74,1201168,1000020078,14769,16303,-1534
361304,Estação de Classificação Grumble,74,1201169,1000020078,14769,16303,-1534
361305,Estação de Classificação Grumble Oul,74,1201170,1000020078,14769,16303,-1534
361306,Estação de Classificação Arghol,74,1201171,1000020078,14769,16303,-1534
361307,Estação de Classificação Clod,74,1201172,1000020078,14769,16303,-1534
361308,Estação de Classificação Purificador da Pedra Sagrada,74,1201173,1000020078,14769,16303,-1534
361310,Fantasma do Pesadelo,74,1201174,1000020078,14769,16303,-1534
361311,Estação de Classificação Guardião da Pedra Sagrada,74,1201175,1000020078,14769,16303,-1534
361312,Estação de Classificação Buscador da Pedra Sagrada,74,1201176,1000020078,14769,16303,-1534
361331,Refinaria Silex,77,1201177,1000020081,18919,16303,2616
361332,Gafftail da Refinaria,77,1201178,1000020081,18919,16303,2616
361333,Scud Pesado da Refinaria,77,1201179,1000020081,18919,16303,2616
361334,Refinaria Grumble,77,1201180,1000020081,18919,16303,2616
361335,Refinaria Grumble Oul,77,1201181,1000020081,18919,16303,2616
361336,Refinaria Arghol,77,1201182,1000020081,18919,16303,2616
361337,Torrão de Refinaria,77,1201183,1000020081,18919,16303,2616
361338,Refinaria Purificador da Pedra Sagrada,77,1201184,1000020081,18919,16303,2616
361340,Fantasma do Pesadelo,77,1201185,1000020081,18919,16303,2616
361341,Refinaria Guardião da Pedra Sagrada,77,1201186,1000020081,18919,16303,2616
361342,Refinaria Buscador da Pedra Sagrada,77,1201187,1000020081,18919,16303,2616
361361,Silex de Fundição,80,1201188,1000020084,23569,16303,7266
361362,Gafftail de Fundição,80,1201189,1000020084,23569,16303,7266
361363,Scud Pesado de Fundição,80,1201190,1000020084,23569,16303,7266
361364,Fundidor Grumble,80,1201191,1000020084,23569,16303,7266
361365,Fundidor Grumble Oul,80,1201192,1000020084,23569,16303,7266
361366,Fundidor Arghol,80,1201193,1000020084,23569,16303,7266
361367,Torrão de Fundição,80,1201194,1000020084,23569,16303,7266
361368,Fundidor Purificador da Pedra Sagrada,80,1201195,1000020084,23569,16303,7266
361370,Fantasma do Pesadelo,80,1201196,1000020084,23569,16303,7266
361371,Fundidor Guardião da Pedra Sagrada,80,1201197,1000020084,23569,16303,7266
361372,Fundidor Buscador da Pedra Sagrada,80,1201198,1000020084,23569,16303,7266
362001,Estação de Classificação Silex,84,1201199,1000020088,30469,16303,14166
362002,Estação de Classificação Gafftail,84,1201200,1000020088,30469,16303,14166
362003,Estação de Classificação Scud Pesado,84,1201201,1000020088,30469,16303,14166
362004,Estação de Classificação Grumble,84,1201202,1000020088,30469,16303,14166
362005,Estação de Classificação Grumble Oul,84,1201203,1000020088,30469,16303,14166
362006,Estação de Classificação Arghol,84,1201204,1000020088,30469,16303,14166
362007,Estação de Classificação Clod,84,1201205,1000020088,30469,16303,14166
362008,Estação de Classificação Purificador da Pedra Sagrada,84,1201206,1000020088,30469,16303,14166
362009,Estação de Classificação Guardião da Pedra Sagrada,84,1201207,1000020088,30469,16303,14166
362010,Estação de Classificação Buscador da Pedra Sagrada,84,1201208,1000020088,30469,16303,14166
362019,Fantasma do Pesadelo,84,1201209,1000020088,30469,16303,14166
362031,Refinaria Silex,88,1201210,61000020092,38169,16303,21866
362032,Refinaria Gafftail,88,1201211,61000020092,38169,16303,21866
362033,Refinaria Scud Pesado,88,1201212,61000020092,38169,16303,21866
362034,Refinaria Grumble,88,1201213,61000020092,38169,16303,21866
362035,Refinaria Grumble Oul,88,1201214,61000020092,38169,16303,21866
362036,Refinaria Arghol,88,1201215,61000020092,38169,16303,21866
362037,Torrão de Refinaria,88,1201216,61000020092,38169,16303,21866
362038,Refinaria Purificador da Pedra Sagrada,88,1201217,61000020092,38169,16303,21866
362039,Refinaria Guardião da Pedra Sagrada,88,1201218,61000020092,38169,16303,21866
362040,Refinaria Buscador da Pedra Sagrada,88,1201219,61000020092,38169,16303,21866
362049,Fantasma do Pesadelo,88,1201220,61000020092,38169,16303,21866
362061,Silex de Fundição,92,1201221,61000020096,46669,16303,30366
362062,Gafftail de Fundição,92,1201222,61000020096,46669,16303,30366
362063,Scud Pesado de Fundição,92,1201223,61000020096,46669,16303,30366
362064,Fundidor Grumble,92,1201224,61000020096,46669,16303,30366
362065,Fundidor Grumble Oul,92,1201225,61000020096,46669,16303,30366
362066,Fundidor Arghol,92,1201226,61000020096,46669,16303,30366
362067,Smelter Clod,92,1201227,61000020096,46669,16303,30366
362068,Fundidor Purificador da Pedra Sagrada,92,1201228,61000020096,46669,16303,30366
362069,Fundidor Guardião da Pedra Sagrada,92,1201229,61000020096,46669,16303,30366
362070,Fundidor Buscador da Pedra Sagrada,92,1201230,61000020096,46669,16303,30366
362079,Fantasma do Pesadelo,92,1201231,61000020096,46669,16303,30366
3462501,Estação de Classificação Silex,96,1201232,1000020100,61519,16303,45216
3462502,Estação de Classificação Gafftail,96,1201233,1000020100,61519,16303,45216
3462503,Estação de Classificação Scud Pesado,96,1201234,1000020100,61519,16303,45216
3462504,Estação de Classificação Grumble,96,1201235,1000020100,61519,16303,45216
3462505,Estação de Classificação Grumble Oul,96,1201236,1000020100,61519,16303,45216
3462506,Estação de Classificação Arghol,96,1201237,1000020100,61519,16303,45216
3462507,Estação de Classificação Clod,96,1201238,1000020100,61519,16303,45216
3462508,Estação de Classificação Purificador da Pedra Sagrada,96,1201239,1000020100,61519,16303,45216
3462509,Estação de Classificação Guardião da Pedra Sagrada,96,1201240,1000020100,61519,16303,45216
3462510,Estação de Classificação Buscador da Pedra Sagrada,96,1201241,1000020100,61519,16303,45216
3462511,Fantasma do Pesadelo,96,1201242,1000020100,61519,16303,45216
3462521,Refinaria Silex,101,1201243,61000020105,84169,16303,67866
3462522,Gafftail da Refinaria,101,1201244,61000020105,84169,16303,67866
3462523,Refinaria Scud Pesado,101,1201245,61000020105,84169,16303,67866
3462524,Refinaria Grumble,101,1201246,61000020105,84169,16303,67866
3462525,Refinaria Grumble Oul,101,1201247,61000020105,84169,16303,67866
3462526,Refinaria Arghol,101,1201248,61000020105,84169,16303,67866
3462527,Torrão de Refinaria,101,1201249,61000020105,84169,16303,67866
3462528,Refinaria Purificador da Pedra Sagrada,101,1201250,61000020105,84169,16303,67866
3462529,Refinaria Guardião da Pedra Sagrada,101,1201251,61000020105,84169,16303,67866
3462530,Refinaria Buscador da Pedra Sagrada,101,1201252,61000020105,84169,16303,67866
3462531,Fantasma do Pesadelo,101,1201253,61000020105,84169,16303,67866
3462541,Silex de Fundição,106,1201254,61000020110,116669,16303,100366
3462542,Gafftail de Fundição,106,1201255,61000020110,116669,16303,100366
3462543,Scud Pesado de Fundição,106,1201256,61000020110,116669,16303,100366
3462544,Fundidor Grumble,106,1201257,61000020110,116669,16303,100366
3462545,Fundidor Grumble Oul,106,1201258,61000020110,116669,16303,100366
3462546,Fundidor Arghol,106,1201259,61000020110,116669,16303,100366
3462547,Smelter Clod,106,1201260,61000020110,116669,16303,100366
3462548,Fundidor Purificador da Pedra Sagrada,106,1201261,61000020110,116669,16303,100366
3462549,Fundidor Guardião da Pedra Sagrada,106,1201262,61000020110,116669,16303,100366
3462550,Fundidor Buscador da Pedra Sagrada,106,1201263,61000020110,116669,16303,100366
3462551,Fantasma do Pesadelo,106,1201264,61000020110,116669,16303,100366
350201,Estilhaçador Titan,45,1202000,1000020047,509,16303,-15794
350202,Simbionte Titã,45,1202001,1000020047,509,16303,-15794
350203,Devorador de Titãs,45,1202002,1000020047,509,16303,-15794
350204,Larva Óptica Titan,45,1202003,1000020047,509,16303,-15794
350205,Draco Infernal Titânico,45,1202004,1000020047,509,16303,-15794
350206,Brutal Selvagem,45,1202005,1000020047,509,16303,-15794
350301,Saqueador Equesian Titã,50,1202006,1000020052,969,16303,-15334
350302,Atirador Equesian Titã,50,1202007,1000020052,969,16303,-15334
350303,Catador de Titã,50,1202008,1000020052,969,16303,-15334
350304,Junker Desenfreado,50,1202009,1000020052,969,16303,-15334
350305,Saqueador Predo Titã,50,1202010,1000020052,969,16303,-15334
350306,Atirador Predo Titã,50,1202011,1000020052,969,16303,-15334
350307,Fantasma Enfurecido,50,1202012,1000020052,969,16303,-15334
350308,Bork de Assalto Desenfreado,50,1202013,1000020052,969,16303,-15334
350309,Pathfinder Desenfreado,50,1202014,1000020052,969,16303,-15334
350401,Kilika Arghol,55,1202015,1000020057,1469,16303,-14834
350402,Kilika Gafftail,55,1202016,1000020057,1469,16303,-14834
350404,Saqueador Predo Kilika,55,1202017,1000020057,1469,16303,-14834
350405,Atirador Predo Kilika,55,1202018,1000020057,1469,16303,-14834
350406,Bork de Assalto Desenfreado,55,1202019,1000020057,1469,16303,-14834
350407,Pathfinder Desenfreado,55,1202020,1000020057,1469,16303,-14834
350501,Talos Saqueador Equesian,50,1202021,1000020052,969,16303,-15334
350502,Atirador Equesian Talos,50,1202022,1000020052,969,16303,-15334
350503,Catador de Talos,50,1202023,1000020052,969,16303,-15334
350504,Junker Enfurecido,50,1202024,1000020052,969,16303,-15334
350505,Talos Saqueador Predo,50,1202025,1000020052,969,16303,-15334
350506,Talos Atirador Predo,50,1202026,1000020052,969,16303,-15334
900501,Phantom de Accretia,45,1202026,1000020052,969,16303,-15334
900502,Punisher Accretia,45,1202026,1000020052,969,16303,-15334
900503,Enforcer de Accretia,45,1202026,1000020052,969,16303,-15334
900504,Psypher Accretia,45,1202026,1000020052,969,16303,-15334
900505,Dreadnought Accretia,45,1202026,1000020052,969,16303,-15334
900506,Technician Accretia,45,1202026,1000020052,969,16303,-15334
900507,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900508,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900509,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900510,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900511,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900512,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900513,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900514,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900515,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900516,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900517,Atirador Predo,45,1202026,1000020052,969,16303,-15334
900518,Atirador Predo,45,1202026,1000020052,969,16303,-15334
350507,Fantasma Enfurecido,50,1202027,1000020052,969,16303,-15334
350508,Bork de Assalto Desenfreado,50,1202028,1000020052,969,16303,-15334
350509,Pathfinder Desenfreado,50,1202029,1000020052,969,16303,-15334
350601,Estilhaçador Talos,45,1202030,1000020047,509,16303,-15794
350602,Talos Símio,45,1202031,1000020047,509,16303,-15794
350603,Devorador Talos,45,1202032,1000020047,509,16303,-15794
350604,Larva Óptica de Talos,45,1202033,1000020047,509,16303,-15794
350605,Talos Draco Infernal,45,1202034,1000020047,509,16303,-15794
350606,Brutal Selvagem,45,1202035,1000020047,509,16303,-15794
350801,Estilhaçador Argo,45,1202036,1000020047,509,16303,-15794
350802,Argo Simbi,45,1202037,1000020047,509,16303,-15794
350803,Devorador Argo,45,1202038,1000020047,509,16303,-15794
350804,Larva Óptica Argo,45,1202039,1000020047,509,16303,-15794
350805,Draco Infernal Argo,45,1202040,1000020047,509,16303,-15794
350806,Brutal Selvagem,45,1202041,1000020047,509,16303,-15794
350901,Saqueador Equesian Argo,50,1202042,1000020052,969,16303,-15334
350902,Atirador Equesian Argo,50,1202043,1000020052,969,16303,-15334
350903,Argo Catador,50,1202044,1000020052,969,16303,-15334
350904,Junker Desenfreado,50,1202045,1000020052,969,16303,-15334
350905,Argo Saqueador Predo,50,1202046,1000020052,969,16303,-15334
350906,Argo Atirador Predo,50,1202047,1000020052,969,16303,-15334
350907,Fantasma Enfurecido,50,1202048,1000020052,969,16303,-15334
350908,Bork de Assalto Desenfreado,50,1202049,1000020052,969,16303,-15334
350909,Pathfinder Desenfreado,50,1202050,1000020052,969,16303,-15334
351001,Minos Arghol,55,1202051,1000020057,1469,16303,-14834
351002,Minos Gafftail,55,1202052,1000020057,1469,16303,-14834
351004,Minos Saqueador Predo,55,1202053,1000020057,1469,16303,-14834
351005,Minos Atirador Predo,55,1202054,1000020057,1469,16303,-14834
351006,Bork de Assalto Desenfreado,55,1202055,1000020057,1469,16303,-14834
351007,Pathfinder Desenfreado,55,1202056,1000020057,1469,16303,-14834
351101,Saqueador Equesian de Ottos,50,1202057,1000020052,969,16303,-15334
351102,Atirador Equesian de Ottos,50,1202058,1000020052,969,16303,-15334
351103,Ottos Catador,50,1202059,1000020052,969,16303,-15334
351104,Junker Desenfreado,50,1202060,1000020052,969,16303,-15334
351105,Saqueador Predo Ottos,50,1202061,1000020052,969,16303,-15334
351106,Atirador Predo de Ottos,50,1202062,1000020052,969,16303,-15334
351107,Fantasma Enfurecido,50,1202063,1000020052,969,16303,-15334
351108,Bork de Assalto Desenfreado,50,1202064,1000020052,969,16303,-15334
351109,Pathfinder Desenfreado,50,1202065,1000020052,969,16303,-15334
351201,Estilhaçador de Ottos,45,1202066,1000020047,509,16303,-15794
351202,Ottos Symbi,45,1202067,1000020047,509,16303,-15794
351203,Devourer de Ottos,45,1202068,1000020047,509,16303,-15794
351204,Larva Óptica de Ottos,45,1202069,1000020047,509,16303,-15794
351205,Draco Infernal de Otto,45,1202070,1000020047,509,16303,-15794
351206,Brutal Selvagem,45,1202071,1000020047,509,16303,-15794
351401,Estilhaçador Gerryon,45,1202072,1000020047,509,16303,-15794
351402,Gerryon Symbi,45,1202073,1000020047,509,16303,-15794
351403,Devorador Gerryon,45,1202074,1000020047,509,16303,-15794
351404,Larva Óptica Gerryon,45,1202075,1000020047,509,16303,-15794
351405,Draco Infernal de Gerryon,45,1202076,1000020047,509,16303,-15794
351406,Brutal Selvagem,45,1202077,1000020047,509,16303,-15794
351501,Saqueador Equesian Gerryon,50,1202078,1000020052,969,16303,-15334
351502,Atirador Equesian Gerryon,50,1202079,1000020052,969,16303,-15334
351503,Gerryon Catador,50,1202080,1000020052,969,16303,-15334
351504,Junker Desenfreado,50,1202081,1000020052,969,16303,-15334
351505,Saqueador Predo Gerryon,50,1202082,1000020052,969,16303,-15334
351506,Gerryon Atirador Predo,50,1202083,1000020052,969,16303,-15334
351507,Fantasma Enfurecido,50,1202084,1000020052,969,16303,-15334
351508,Bork de Assalto Desenfreado,50,1202085,1000020052,969,16303,-15334
351509,Pathfinder Desenfreado,50,1202086,1000020052,969,16303,-15334
351601,Lerneh Arghol,55,1202087,1000020057,1469,16303,-14834
351602,Lerneh Gafftail,55,1202088,1000020057,1469,16303,-14834
351604,Lerneh Saqueador Predo,55,1202089,1000020057,1469,16303,-14834
351605,Lerneh Atirador Predo,55,1202090,1000020057,1469,16303,-14834
351606,Bork de Assalto Desenfreado,55,1202091,1000020057,1469,16303,-14834
351607,Pathfinder Desenfreado,55,1202092,1000020057,1469,16303,-14834
351701,Ouros Saqueador Equesian,50,1202093,1000020052,969,16303,-15334
351702,Ouros Atirador Equesian,50,1202094,1000020052,969,16303,-15334
351703,Scavenger de Ouros,50,1202095,1000020052,969,16303,-15334
351704,Junker Desenfreado,50,1202096,1000020052,969,16303,-15334
351705,Ouros Saqueador Predo,50,1202097,1000020052,969,16303,-15334
351706,Ouros Atirador Predo,50,1202098,1000020052,969,16303,-15334
351707,Fantasma Enfurecido,50,1202099,1000020052,969,16303,-15334
351708,Bork de Assalto Desenfreado,50,1202100,1000020052,969,16303,-15334
351709,Pathfinder Desenfreado,50,1202101,1000020052,969,16303,-15334
351801,Ouros Estilhaçador,45,1202102,1000020047,509,16303,-15794
351802,Ouros Symbi,45,1202103,1000020047,509,16303,-15794
351803,Devorador de Ouros,45,1202104,1000020047,509,16303,-15794
351804,Larva Óptica de Ouros,45,1202105,1000020047,509,16303,-15794
351805,Draco Infernal de Ouros,45,1202106,1000020047,509,16303,-15794
351806,Brutal Selvagem,45,1202107,1000020047,509,16303,-15794
355101,Rastreador A00 Clops,60,1202108,1000020062,2169,16303,-14134
355102,A00 Explorador,60,1202109,1000020062,2169,16303,-14134
355103,Mula Armada A00,60,1202110,1000020062,2169,16303,-14134
355104,Bork de Assalto Desenfreado,60,1202111,1000020062,2169,16303,-14134
355201,C00 Clops Sniper,60,1202112,1000020062,2169,16303,-14134
355202,C00 Explorador,60,1202113,1000020062,2169,16303,-14134
355203,Mula Armada C00,60,1202114,1000020062,2169,16303,-14134
355204,Bork de Assalto Enfurecido,60,1202115,1000020062,2169,16303,-14134
355301,Destruidor B00 Clops,60,1202116,1000020062,2169,16303,-14134
355302,B00 Explorador,60,1202117,1000020062,2169,16303,-14134
355303,Mula Armada B00,60,1202118,1000020062,2169,16303,-14134
355304,Bork de Assalto Desenfreado,60,1202119,1000020062,2169,16303,-14134
355401,Destruidores Soma Guerreiro Pesado,70,1202120,1000020072,8069,16303,-8234
355402,Rastreador de Destroyers Clops,70,1202121,1000020072,8069,16303,-8234
355403,Destruidores Clops Sniper,70,1202122,1000020072,8069,16303,-8234
355404,Junker Desenfreado,70,1202123,1000020072,8069,16303,-8234
355501,Rastreador A01 Clops,60,1202124,1000020062,2169,16303,-14134
355502,A01 Explorador,60,1202125,1000020062,2169,16303,-14134
355503,Mula Armada A01,60,1202126,1000020062,2169,16303,-14134
355504,Bork de Assalto Desenfreado,60,1202127,1000020062,2169,16303,-14134
355601,Rastreador C01 Clops,65,1202128,1000020067,4569,16303,-11734
355602,C01 Sniper Clops,65,1202129,1000020067,4569,16303,-11734
355603,Destruidor C01 Clops,65,1202130,1000020067,4569,16303,-11734
355604,Mula Armada C01,65,1202131,1000020067,4569,16303,-11734
355605,C01 Explorador,65,1202132,1000020067,4569,16303,-11734
355606,Bork de Assalto Desenfreado,65,1202133,1000020067,4569,16303,-11734
355607,Junker Desenfreado,65,1202134,1000020067,4569,16303,-11734
355608,Fantasma Enfurecido,65,1202135,1000020067,4569,16303,-11734
355701,C11 Soma Guerreiro Pesado,70,1202136,1000020072,8069,16303,-8234
355702,Sentinela Soma C11,70,1202137,1000020072,8069,16303,-8234
355703,C11 Soma Shockmancer,70,1202138,1000020072,8069,16303,-8234
355704,Rastreador C11 Clops,70,1202139,1000020072,8069,16303,-8234
355705,C11 Clops Sniper,70,1202140,1000020072,8069,16303,-8234
355706,Destruidor C11 Clops,70,1202141,1000020072,8069,16303,-8234
355707,Junker Enfurecido,70,1202142,1000020072,8069,16303,-8234
355708,Pathfinder Desenfreado,70,1202143,1000020072,8069,16303,-8234
355801,Rastreador B01 Clops,65,1202144,1000020067,4569,16303,-11734
355802,Destruidor Clops B01,65,1202145,1000020067,4569,16303,-11734
355803,B01 Cirurgião Lydian,65,1202146,1000020067,4569,16303,-11734
355804,Bork de Assalto Desenfreado,65,1202147,1000020067,4569,16303,-11734
355901,Sniper Clops A02,60,1202148,1000020062,2169,16303,-14134
355902,A02 Explorador,60,1202149,1000020062,2169,16303,-14134
355903,Mula Armada A02,60,1202150,1000020062,2169,16303,-14134
355904,Bork de Assalto Desenfreado,60,1202151,1000020062,2169,16303,-14134
356001,Guerreiro Pesado Soma dos Incendiários,70,1202152,1000020072,8069,16303,-8234
356002,Sentinela Soma de Incendiários,70,1202153,1000020072,8069,16303,-8234
356003,Destruidor Clops Incendiários,70,1202154,1000020072,8069,16303,-8234
356004,Junker Desenfreado,70,1202155,1000020072,8069,16303,-8234
356101,A03 Clops Sniper,60,1202156,1000020062,2169,16303,-14134
356102,A03 Explorador,60,1202157,1000020062,2169,16303,-14134
356103,Mula Armada A03,60,1202158,1000020062,2169,16303,-14134
356104,Bork de Assalto Desenfreado,60,1202159,1000020062,2169,16303,-14134
356201,Rastreador C02 Clops,65,1202160,1000020067,4569,16303,-11734
356202,C02 Clops Sniper,65,1202161,1000020067,4569,16303,-11734
356203,Destruidor C02 Clops,65,1202162,1000020067,4569,16303,-11734
356204,Mula Armada C02,65,1202163,1000020067,4569,16303,-11734
356205,C02 Explorador,65,1202164,1000020067,4569,16303,-11734
356206,Bork de Assalto Enfurecido,65,1202165,1000020067,4569,16303,-11734
356207,Junker Enfurecido,65,1202166,1000020067,4569,16303,-11734
356208,Fantasma Enfurecido,65,1202167,1000020067,4569,16303,-11734
356301,C12 Soma Guerreiro Pesado,70,1202168,1000020072,8069,16303,-8234
356302,Sentinela Soma C12,70,1202169,1000020072,8069,16303,-8234
356303,C12 Soma Shockmancer,70,1202170,1000020072,8069,16303,-8234
356304,Rastreador C12 Clops,70,1202171,1000020072,8069,16303,-8234
356305,C12 Clops Sniper,70,1202172,1000020072,8069,16303,-8234
356306,Destruidor C12 Clops,70,1202173,1000020072,8069,16303,-8234
356307,Junker Desenfreado,70,1202174,1000020072,8069,16303,-8234
356308,Pathfinder Desenfreado,70,1202175,1000020072,8069,16303,-8234
356401,Rastreador B02 Clops,65,1202176,1000020067,4569,16303,-11734
356402,B02 Sniper Clops,65,1202177,1000020067,4569,16303,-11734
356403,Destruidor B02 Clops,65,1202178,1000020067,4569,16303,-11734
356404,Junker Desenfreado,65,1202179,1000020067,4569,16303,-11734
356501,Destruidor Clops A04,60,1202180,1000020062,2169,16303,-14134
356502,A04 Explorador,60,1202181,1000020062,2169,16303,-14134
356503,Mula Armada A04,60,1202182,1000020062,2169,16303,-14134
356504,Bork de Assalto Desenfreado,60,1202183,1000020062,2169,16303,-14134
356601,Destruidor Clops A05,60,1202184,1000020062,2169,16303,-14134
356602,A05 Explorador,60,1202185,1000020062,2169,16303,-14134
356603,Mula Armada A05,60,1202186,1000020062,2169,16303,-14134
356604,Bork de Assalto Desenfreado,60,1202187,1000020062,2169,16303,-14134
356701,Rushers Soma Shockmancer,70,1202188,1000020072,8069,16303,-8234
356702,Guerreiro Pesado Soma Rushers,70,1202189,1000020072,8069,16303,-8234
356703,Rastreadores Clops Rushers,70,1202190,1000020072,8069,16303,-8234
356704,Pathfinder Desenfreado,70,1202191,1000020072,8069,16303,-8234
356801,Rastreador C03 Clops,65,1202192,1000020067,4569,16303,-11734
356802,Sniper C03 Clops,65,1202193,1000020067,4569,16303,-11734
356803,Destruidor C03 Clops,65,1202194,1000020067,4569,16303,-11734
356804,Mula Armada C03,65,1202195,1000020067,4569,16303,-11734
356805,Caminho C03,65,1202196,1000020067,4569,16303,-11734
356806,Bork de Assalto Desenfreado,65,1202197,1000020067,4569,16303,-11734
356807,Junker Desenfreado,65,1202198,1000020067,4569,16303,-11734
356808,Fantasma Enfurecido,65,1202199,1000020067,4569,16303,-11734
356901,C13 Guerreiro Pesado Soma,70,1202200,1000020072,8069,16303,-8234
356902,Sentinela Soma C13,70,1202201,1000020072,8069,16303,-8234
356903,C13 Soma Shockmancer,70,1202202,1000020072,8069,16303,-8234
356904,Rastreador C13 Clops,70,1202203,1000020072,8069,16303,-8234
356905,Sniper C13 Clops,70,1202204,1000020072,8069,16303,-8234
356906,Destruidor C13 Clops,70,1202205,1000020072,8069,16303,-8234
356907,Junker Desenfreado,70,1202206,1000020072,8069,16303,-8234
356908,Pathfinder Desenfreado,70,1202207,1000020072,8069,16303,-8234
357001,Rastreador B03 Clops,65,1202208,1000020067,4569,16303,-11734
357002,Sniper B03 Clops,65,1202209,1000020067,4569,16303,-11734
357003,B03 Explorador,65,1202210,1000020067,4569,16303,-11734
357004,Fantasma Enfurecido,65,1202211,1000020067,4569,16303,-11734
357101,Destruidor Clops A06,60,1202212,1000020062,2169,16303,-14134
357102,A06 Explorador,60,1202213,1000020062,2169,16303,-14134
357103,Mula Armada A06,60,1202214,1000020062,2169,16303,-14134
357104,Bork de Assalto Desenfreado,60,1202215,1000020062,2169,16303,-14134
357201,Fantasma da Torre de Guarda,70,1202216,1000020072,8069,16303,-8234
357202,Fantasma de Picada do Guardião da Torre,70,1202217,1000020072,8069,16303,-8234
357203,Fantasma Blindado de Towerguard,70,1202218,1000020072,8069,16303,-8234
357204,Fantasma Blindado Enfurecido,70,1202219,1000020072,8069,16303,-8234
357701,Sniper A00 Snatcher,75,1202220,1000020077,13469,16303,-2834
4554318,Sentinela Orbital,108,1202220,1000020077,13469,16303,-2834
4554328,Vespa Dançante,106,1202220,1000020077,13469,16303,-2834
4554338,Bombardeiro Louco,102,1202220,1000020077,13469,16303,-2834
4554348,Grande Caçador,104,1202220,1000020077,13469,16303,-2834
357702,A00 Saqueador Snatcher,75,1202221,1000020077,13469,16303,-2834
357703,A00 Cirurgião Lydian,75,1202222,1000020077,13469,16303,-2834
357790,Bork de Assalto Desenfreado,75,1202223,1000020077,13469,16303,-2834
357801,Sniper B00 Snatcher,75,1202224,1000020077,13469,16303,-2834
357802,Assaltante B00 Snatcher,75,1202225,1000020077,13469,16303,-2834
357803,B00 Cirurgião Lydian,75,1202226,1000020077,13469,16303,-2834
357890,Bork de Assalto Desenfreado,75,1202227,1000020077,13469,16303,-2834
357901,C00 Snatcher Sniper,75,1202228,1000020077,13469,16303,-2834
357902,C00 Saqueador Raider,75,1202229,1000020077,13469,16303,-2834
357903,C00 Cirurgião Lydian,75,1202230,1000020077,13469,16303,-2834
357990,Bork de Assalto Desenfreado,75,1202231,1000020077,13469,16303,-2834
358101,Sniper A01 Snatcher,75,1202232,1000020077,13469,16303,-2834
358102,A01 Saqueador Snatcher,75,1202233,1000020077,13469,16303,-2834
358103,A01 Cirurgião Lydian,75,1202234,1000020077,13469,16303,-2834
358190,Bork de Assalto Desenfreado,75,1202235,1000020077,13469,16303,-2834
358501,Sniper A02 Snatcher,75,1202236,1000020077,13469,16303,-2834
358502,Assaltante A02 Snatcher,75,1202237,1000020077,13469,16303,-2834
358503,Cirurgião Lydian A02,75,1202238,1000020077,13469,16303,-2834
358590,Bork de Assalto Desenfreado,75,1202239,1000020077,13469,16303,-2834
358701,Sniper A03 Snatcher,75,1202240,1000020077,13469,16303,-2834
358702,A03 Saqueador Snatcher,75,1202241,1000020077,13469,16303,-2834
358703,A03 Cirurgião Lydian,75,1202242,1000020077,13469,16303,-2834
358790,Bork de Assalto Enfurecido,75,1202243,1000020077,13469,16303,-2834
359101,Sniper A04 Snatcher,75,1202244,1000020077,13469,16303,-2834
359102,Assaltante A04 Snatcher,75,1202245,1000020077,13469,16303,-2834
359103,Cirurgião Lydian A04,75,1202246,1000020077,13469,16303,-2834
359190,Bork de Assalto Desenfreado,75,1202247,1000020077,13469,16303,-2834
359201,Sniper A05 Snatcher,75,1202248,1000020077,13469,16303,-2834
359202,A05 Saqueador Snatcher,75,1202249,1000020077,13469,16303,-2834
359203,A05 Cirurgião Lydian,75,1202250,1000020077,13469,16303,-2834
359290,Bork de Assalto Desenfreado,75,1202251,1000020077,13469,16303,-2834
359701,Sniper A06 Snatcher,75,1202252,1000020077,13469,16303,-2834
359702,A06 Saqueador Snatcher,75,1202253,1000020077,13469,16303,-2834
359703,A06 Cirurgião Lydian,75,1202254,1000020077,13469,16303,-2834
359790,Bork de Assalto Desenfreado,75,1202255,1000020077,13469,16303,-2834
358201,C01 Vafer Soldado Pesado,80,1202256,1000020082,20419,16303,4116
