spot_id,location_kind,content_name_ptbr,floor_or_difficulty_ptbr,display_label_ptbr,map_name_ptbr,spot_name_ptbr,map_contents,map_ids,region_ids,mob_map_ids,npc_id,mob_name_ptbr,mob_level,mob_spawn_kind,exp_base_min,exp_base_values,exp_base_value_count,exp_status,spawn_value_by_map,spawn_rows,source_tables,catalog_version
map:755:region:752001:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 755],Área 2 da Cratera Albern,Setor Pallas,44,755,752001,755,375214,Pathfinder Desenfreado,96,normal,55919,55919,1,candidato_estatico_item_900,755:32,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752001:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 752],Área 2 da Cratera Albern,Setor Pallas,30,752,752001,752,375206,Soldado de Cerco Pallas Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752001:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 755],Área 2 da Cratera Albern,Setor Pallas,44,755,752001,755,375206,Soldado de Cerco Pallas Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752001:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 752],Área 2 da Cratera Albern,Setor Pallas,30,752,752001,752,375208,Aniquilador Nether de Pallas,101,normal,70669,70669,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752001:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 755],Área 2 da Cratera Albern,Setor Pallas,44,755,752001,755,375208,Aniquilador Nether de Pallas,101,normal,70669,70669,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752001:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 752],Área 2 da Cratera Albern,Setor Pallas,30,752,752001,752,375215,Fantasma Blindado Enfurecido,101,normal,70669,70669,1,candidato_estatico_item_900,752:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752001:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 755],Área 2 da Cratera Albern,Setor Pallas,44,755,752001,755,375215,Fantasma Blindado Enfurecido,101,normal,70669,70669,1,candidato_estatico_item_900,755:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752001:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 752],Área 2 da Cratera Albern,Setor Pallas,30,752,752001,752,375207,Pallas Guerreiro Nether,101,normal,70669,70669,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752001:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Pallas [mapa 755],Área 2 da Cratera Albern,Setor Pallas,44,755,752001,755,375207,Pallas Guerreiro Nether,101,normal,70669,70669,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375231,Cão Phaenon,86,normal,30469,30469,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375231,Cão Phaenon,86,normal,30469,30469,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375242,Larva Selvagem,86,normal,30469,30469,1,candidato_estatico_item_900,752:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375242,Larva Selvagem,86,normal,30469,30469,1,candidato_estatico_item_900,755:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375232,Regenerador Phaenon Malpas,86,normal,30469,30469,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375232,Regenerador Phaenon Malpas,86,normal,30469,30469,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375233,Arremessador Phaenon Malpas,91,normal,40219,40219,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375233,Arremessador Phaenon Malpas,91,normal,40219,40219,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375243,Lagarto Selvagem,91,normal,40219,40219,1,candidato_estatico_item_900,752:40,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375243,Lagarto Selvagem,91,normal,40219,40219,1,candidato_estatico_item_900,755:40,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375234,Lambedor de Phaenon,91,normal,40219,40219,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375234,Lambedor de Phaenon,91,normal,40219,40219,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375235,Guerreiro Pesado Phaenon Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375235,Guerreiro Pesado Phaenon Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375244,Pathfinder Desenfreado,96,normal,55919,55919,1,candidato_estatico_item_900,752:32,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375244,Pathfinder Desenfreado,96,normal,55919,55919,1,candidato_estatico_item_900,755:32,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375236,Tropa de Cerco Phaenon Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375236,Tropa de Cerco Phaenon Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375238,Aniquilador Nether Phaenon,101,normal,70669,70669,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375238,Aniquilador Nether Phaenon,101,normal,70669,70669,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375245,Fantasma Blindado Enfurecido,101,normal,70669,70669,1,candidato_estatico_item_900,752:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375245,Fantasma Blindado Enfurecido,101,normal,70669,70669,1,candidato_estatico_item_900,755:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752003:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 752],Área 2 da Cratera Albern,Setor Phaenon,30,752,752003,752,375237,Phaenon Guerreiro Nether,101,normal,70669,70669,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752003:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Phaenon [mapa 755],Área 2 da Cratera Albern,Setor Phaenon,44,755,752003,755,375237,Phaenon Guerreiro Nether,101,normal,70669,70669,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375246,Cão Zelus,86,normal,30469,30469,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375246,Cão Zelus,86,normal,30469,30469,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375257,Larva Selvagem,86,normal,30469,30469,1,candidato_estatico_item_900,752:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375257,Larva Selvagem,86,normal,30469,30469,1,candidato_estatico_item_900,755:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375247,Regenerador Zelus Malpas,86,normal,30469,30469,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375247,Regenerador Zelus Malpas,86,normal,30469,30469,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375248,Arremessador Zelus Malpas,91,normal,40219,40219,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375248,Arremessador Zelus Malpas,91,normal,40219,40219,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375258,Lagarto Selvagem,91,normal,40219,40219,1,candidato_estatico_item_900,752:40,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375258,Lagarto Selvagem,91,normal,40219,40219,1,candidato_estatico_item_900,755:40,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375249,Zelus Licker,91,normal,40219,40219,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375249,Zelus Licker,91,normal,40219,40219,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375250,Guerreiro Pesado Zelus Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375250,Guerreiro Pesado Zelus Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375259,Pathfinder Desenfreado,96,normal,55919,55919,1,candidato_estatico_item_900,752:32,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375259,Pathfinder Desenfreado,96,normal,55919,55919,1,candidato_estatico_item_900,755:32,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375251,Soldado de Cerco Zelus Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375251,Soldado de Cerco Zelus Vafer,96,normal,55919,55919,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375253,Aniquilador Nether de Zelus,101,normal,70669,70669,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375253,Aniquilador Nether de Zelus,101,normal,70669,70669,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375260,Fantasma Blindado Enfurecido,101,normal,70669,70669,1,candidato_estatico_item_900,752:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375260,Fantasma Blindado Enfurecido,101,normal,70669,70669,1,candidato_estatico_item_900,755:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:752:region:752004:content:30,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 752],Área 2 da Cratera Albern,Setor Zelus,30,752,752004,752,375252,Zelus Guerreiro Nether,101,normal,70669,70669,1,candidato_estatico_item_900,752:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:755:region:752004:content:44,time_dungeon,Cratera Albern,,Área 2 da Cratera Albern > Setor Zelus [mapa 755],Área 2 da Cratera Albern,Setor Zelus,44,755,752004,755,375252,Zelus Guerreiro Nether,101,normal,70669,70669,1,candidato_estatico_item_900,755:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:753:region:753004:content:30,time_dungeon,Cratera Albern,,Área 3 da Cratera Albern > Setor Basiir [mapa 753],Área 3 da Cratera Albern,Setor Basiir,30,753,753004,753,375346,Basiir Infectado,104,normal,90169,90169,1,candidato_estatico_item_900,753:74,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:756:region:753004:content:44,time_dungeon,Cratera Albern,,Área 3 da Cratera Albern > Setor Basiir [mapa 756],Área 3 da Cratera Albern,Setor Basiir,44,756,753004,756,375346,Basiir Infectado,104,normal,90169,90169,1,candidato_estatico_item_900,756:74,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:753:region:753004:content:30,time_dungeon,Cratera Albern,,Área 3 da Cratera Albern > Setor Basiir [mapa 753],Área 3 da Cratera Albern,Setor Basiir,30,753,753004,753,375357,Larva Selvagem,104,normal,90169,90169,1,candidato_estatico_item_900,753:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:756:region:753004:content:44,time_dungeon,Cratera Albern,,Área 3 da Cratera Albern > Setor Basiir [mapa 756],Área 3 da Cratera Albern,Setor Basiir,44,756,753004,756,375357,Larva Selvagem,104,normal,90169,90169,1,candidato_estatico_item_900,756:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
